"datetime","rainfall","lat","lon","study"
"2019-01-18",0.0147515527950311,24.8,67.2,"VITAL"
"2019-01-19",0.0349378881987578,24.8,67.2,"VITAL"
"2019-01-20",0.289208074534161,24.8,67.2,"VITAL"
"2019-01-21",0.0974378881987578,24.8,67.2,"VITAL"
"2019-01-22",0.0256211180124224,24.8,67.2,"VITAL"
"2019-01-23",0.0854037267080745,24.8,67.2,"VITAL"
"2019-01-24",0.227484472049689,24.8,67.2,"VITAL"
"2019-01-25",0.078416149068323,24.8,67.2,"VITAL"
"2019-01-26",0.0531832298136646,24.8,67.2,"VITAL"
"2019-01-27",0.105590062111801,24.8,67.2,"VITAL"
"2019-01-28",0.0741459627329192,24.8,67.2,"VITAL"
"2019-01-29",0.00854037267080745,24.8,67.2,"VITAL"
"2019-01-30",0.0601708074534162,24.8,67.2,"VITAL"
"2019-01-31",0.0271739130434783,24.8,67.2,"VITAL"
"2019-02-01",0.00582298136645963,24.8,67.2,"VITAL"
"2019-02-02",0.0489130434782609,24.8,67.2,"VITAL"
"2019-02-03",0.0574534161490683,24.8,67.2,"VITAL"
"2019-02-04",0.00271739130434783,24.8,67.2,"VITAL"
"2019-02-05",0.0423136645962733,24.8,67.2,"VITAL"
"2019-02-06",0.0256211180124224,24.8,67.2,"VITAL"
"2019-02-07",0.0298913043478261,24.8,67.2,"VITAL"
"2019-02-08",0.0046583850931677,24.8,67.2,"VITAL"
"2019-02-09",0.00194099378881988,24.8,67.2,"VITAL"
"2019-02-10",0.00116459627329193,24.8,67.2,"VITAL"
"2019-02-11",0.0112577639751553,24.8,67.2,"VITAL"
"2019-02-12",0.00271739130434783,24.8,67.2,"VITAL"
"2019-02-13",0.00194099378881988,24.8,67.2,"VITAL"
"2019-02-14",0.0147515527950311,24.8,67.2,"VITAL"
"2019-02-15",0.00271739130434783,24.8,67.2,"VITAL"
"2019-02-16",0.00116459627329193,24.8,67.2,"VITAL"
"2019-02-17",0.00854037267080745,24.8,67.2,"VITAL"
"2019-02-18",0.0131987577639752,24.8,67.2,"VITAL"
"2019-02-19",0.0566770186335404,24.8,67.2,"VITAL"
"2019-02-20",0.0885093167701863,24.8,67.2,"VITAL"
"2019-02-21",0.00970496894409938,24.8,67.2,"VITAL"
"2019-02-22",0.00698757763975155,24.8,67.2,"VITAL"
"2019-02-23",0.000388198757763975,24.8,67.2,"VITAL"
"2019-02-24",0.0850155279503106,24.8,67.2,"VITAL"
"2019-02-25",0.00543478260869565,24.8,67.2,"VITAL"
"2019-02-26",0.0062111801242236,24.8,67.2,"VITAL"
"2019-02-27",0.00349378881987578,24.8,67.2,"VITAL"
"2019-02-28",0.00504658385093168,24.8,67.2,"VITAL"
"2019-03-01",0.0093167701863354,24.8,67.2,"VITAL"
"2019-03-02",0.00232919254658385,24.8,67.2,"VITAL"
"2019-03-03",0.000388198757763975,24.8,67.2,"VITAL"
"2019-03-04",0.0077639751552795,24.8,67.2,"VITAL"
"2019-03-05",0.0493012422360248,24.8,67.2,"VITAL"
"2019-03-06",0.0372670807453416,24.8,67.2,"VITAL"
"2019-03-07",0.00659937888198758,24.8,67.2,"VITAL"
"2019-03-08",0.062111801242236,24.8,67.2,"VITAL"
"2019-03-09",0.0644409937888199,24.8,67.2,"VITAL"
"2019-03-10",0.0613354037267081,24.8,67.2,"VITAL"
"2019-03-11",0.107142857142857,24.8,67.2,"VITAL"
"2019-03-12",0.371506211180124,24.8,67.2,"VITAL"
"2019-03-13",0.0182453416149068,24.8,67.2,"VITAL"
"2019-03-14",0.0683229813664596,24.8,67.2,"VITAL"
"2019-03-15",0.0562888198757764,24.8,67.2,"VITAL"
"2019-03-16",0.0881211180124224,24.8,67.2,"VITAL"
"2019-03-17",0.0221273291925466,24.8,67.2,"VITAL"
"2019-03-18",0.0031055900621118,24.8,67.2,"VITAL"
"2019-03-19",0.00116459627329193,24.8,67.2,"VITAL"
"2019-03-20",0.031444099378882,24.8,67.2,"VITAL"
"2019-03-21",0.0190217391304348,24.8,67.2,"VITAL"
"2019-03-22",0.0093167701863354,24.8,67.2,"VITAL"
"2019-03-23",0.0753105590062112,24.8,67.2,"VITAL"
"2019-03-24",0.030667701863354,24.8,67.2,"VITAL"
"2019-03-25",0.0201863354037267,24.8,67.2,"VITAL"
"2019-03-26",0.00077639751552795,24.8,67.2,"VITAL"
"2019-03-27",0.0489130434782609,24.8,67.2,"VITAL"
"2019-03-28",0.00970496894409938,24.8,67.2,"VITAL"
"2019-03-29",0.0850155279503106,24.8,67.2,"VITAL"
"2019-03-30",0.062111801242236,24.8,67.2,"VITAL"
"2019-03-31",0.00698757763975155,24.8,67.2,"VITAL"
"2019-04-01",0.00504658385093168,24.8,67.2,"VITAL"
"2019-04-02",0.0178571428571429,24.8,67.2,"VITAL"
"2019-04-03",0.0395962732919255,24.8,67.2,"VITAL"
"2019-04-04",0.0590062111801242,24.8,67.2,"VITAL"
"2019-04-05",0.0337732919254658,24.8,67.2,"VITAL"
"2019-04-06",0.0337732919254658,24.8,67.2,"VITAL"
"2019-04-07",0.0337732919254658,24.8,67.2,"VITAL"
"2019-04-08",0.00543478260869565,24.8,67.2,"VITAL"
"2019-04-09",0.0539596273291925,24.8,67.2,"VITAL"
"2019-04-10",0.116847826086957,24.8,67.2,"VITAL"
"2019-04-11",0.167313664596273,24.8,67.2,"VITAL"
"2019-04-12",0.0741459627329192,24.8,67.2,"VITAL"
"2019-04-13",0.0182453416149068,24.8,67.2,"VITAL"
"2019-04-14",0.149068322981366,24.8,67.2,"VITAL"
"2019-04-15",0.0279503105590062,24.8,67.2,"VITAL"
"2019-04-16",0.0182453416149068,24.8,67.2,"VITAL"
"2019-04-17",0.212344720496894,24.8,67.2,"VITAL"
"2019-04-18",0.197981366459627,24.8,67.2,"VITAL"
"2019-04-19",0.0190217391304348,24.8,67.2,"VITAL"
"2019-04-20",0.0729813664596273,24.8,67.2,"VITAL"
"2019-04-21",0.0927795031055901,24.8,67.2,"VITAL"
"2019-04-22",0.0128105590062112,24.8,67.2,"VITAL"
"2019-04-23",0.0213509316770186,24.8,67.2,"VITAL"
"2019-04-24",0.0368788819875776,24.8,67.2,"VITAL"
"2019-04-25",0.102096273291925,24.8,67.2,"VITAL"
"2019-04-26",0.0388198757763975,24.8,67.2,"VITAL"
"2019-04-27",0.101319875776398,24.8,67.2,"VITAL"
"2019-04-28",0.0376552795031056,24.8,67.2,"VITAL"
"2019-04-29",0.174689440993789,24.8,67.2,"VITAL"
"2019-04-30",0.107919254658385,24.8,67.2,"VITAL"
"2019-05-01",0.0737577639751553,24.8,67.2,"VITAL"
"2019-05-02",0.0768633540372671,24.8,67.2,"VITAL"
"2019-05-03",0.0493012422360248,24.8,67.2,"VITAL"
"2019-05-04",0.061723602484472,24.8,67.2,"VITAL"
"2019-05-05",0.0659937888198758,24.8,67.2,"VITAL"
"2019-05-06",0.093167701863354,24.8,67.2,"VITAL"
"2019-05-07",0.0896739130434783,24.8,67.2,"VITAL"
"2019-05-08",0.0128105590062112,24.8,67.2,"VITAL"
"2019-05-09",0.180124223602484,24.8,67.2,"VITAL"
"2019-05-10",0.0182453416149068,24.8,67.2,"VITAL"
"2019-05-11",0.0508540372670807,24.8,67.2,"VITAL"
"2019-05-12",0.094332298136646,24.8,67.2,"VITAL"
"2019-05-13",0.046972049689441,24.8,67.2,"VITAL"
"2019-05-14",0.34472049689441,24.8,67.2,"VITAL"
"2019-05-15",0.196428571428571,24.8,67.2,"VITAL"
"2019-05-16",0.175854037267081,24.8,67.2,"VITAL"
"2019-05-17",0.0659937888198758,24.8,67.2,"VITAL"
"2019-05-18",0.0322204968944099,24.8,67.2,"VITAL"
"2019-05-19",0.121894409937888,24.8,67.2,"VITAL"
"2019-05-20",0.0698757763975155,24.8,67.2,"VITAL"
"2019-05-21",0.46972049689441,24.8,67.2,"VITAL"
"2019-05-22",0.061723602484472,24.8,67.2,"VITAL"
"2019-05-23",0.0194099378881988,24.8,67.2,"VITAL"
"2019-05-24",0.105590062111801,24.8,67.2,"VITAL"
"2019-05-25",0.0706521739130435,24.8,67.2,"VITAL"
"2019-05-26",0.0197981366459627,24.8,67.2,"VITAL"
"2019-05-27",0.0434782608695652,24.8,67.2,"VITAL"
"2019-05-28",0.0430900621118012,24.8,67.2,"VITAL"
"2019-05-29",0.0221273291925466,24.8,67.2,"VITAL"
"2019-05-30",0.061723602484472,24.8,67.2,"VITAL"
"2019-05-31",0.00116459627329193,24.8,67.2,"VITAL"
"2019-06-01",0.0826863354037267,24.8,67.2,"VITAL"
"2019-06-02",0.015527950310559,24.8,67.2,"VITAL"
